Title,Image URL,Price,Rating
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
"Samsung Galaxy A16 - 6.7"" 256GB/8GB Dual SIM 4G Mobile Phone - Grey + Free 25W Adapter USB-C Super Fast Charging - Black",https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8798421/1.jpg?7634,"EGP 9,399.00",Not Found
